frequency_hz,gain,gain_db
323.4025,0.3176,-9.9625
325.1222,0.3091,-10.1979
326.8511,0.31221,-10.1112
328.5892,0.30407,-10.3405
330.3366,0.31562,-10.0166
332.0932,0.31464,-10.0436
333.8592,0.32249,-9.8297
335.6346,0.31273,-10.0966
337.4194,0.32795,-9.684
339.2137,0.33984,-9.3745
341.0175,0.32519,-9.7571
342.8309,0.33208,-9.5752
344.654,0.33675,-9.4538
346.4868,0.32764,-9.6921
348.3293,0.3357,-9.4809
350.1816,0.33541,-9.4885
352.0438,0.33809,-9.4194
353.9158,0.33122,-9.5976
355.7979,0.34105,-9.3436
357.6899,0.34765,-9.1772
359.592,0.35905,-8.8969
361.5042,0.35601,-8.9706
363.4266,0.36985,-8.6396
365.3592,0.34255,-9.3056
367.302,0.36086,-8.8533
369.2552,0.35589,-8.9736
371.2188,0.37789,-8.4526
373.1929,0.34986,-9.1221
375.1774,0.3515,-9.0814
377.1725,0.35588,-8.974
379.1782,0.34261,-9.304
381.1945,0.36058,-8.8599
383.2216,0.36025,-8.8678
385.2595,0.37136,-8.604
387.3082,0.3753,-8.5124
389.3678,0.39268,-8.1192
391.4383,0.38547,-8.2801
393.5199,0.37226,-8.5831
395.6125,0.37112,-8.6098
397.7163,0.3871,-8.2435
399.8312,0.37107,-8.6108
401.9574,0.4047,-7.8574
404.0949,0.4003,-7.9524
406.2437,0.38594,-8.2696
408.404,0.37564,-8.5045
410.5758,0.40847,-7.7769
412.7591,0.39595,-8.0472
414.954,0.41165,-7.7095
417.1607,0.38552,-8.2791
419.379,0.39767,-8.0095
421.6091,0.40593,-7.8309
423.8511,0.40858,-7.7745
426.105,0.40585,-7.8328
428.3709,0.41883,-7.5593
430.6489,0.40419,-7.8684
432.939,0.41572,-7.6241
435.2412,0.42063,-7.5219
437.5557,0.42688,-7.3939
439.8825,0.43116,-7.3071
442.2217,0.41513,-7.6363
444.5733,0.41338,-7.6731
446.9374,0.44385,-7.0553
449.3141,0.43676,-7.1951
451.7034,0.42834,-7.3643
454.1054,0.45373,-6.8641
456.5202,0.44178,-7.0959
458.9478,0.45483,-6.8429
461.3884,0.44615,-7.0104
463.8419,0.46853,-6.5853
466.3085,0.46794,-6.5963
468.7882,0.45037,-6.9287
471.2811,0.46506,-6.6498
473.7872,0.4643,-6.6641
476.3067,0.47404,-6.4836
478.8395,0.45324,-6.8735
481.3859,0.47229,-6.5158
483.9457,0.47857,-6.4011
486.5192,0.45297,-6.8787
489.1064,0.4613,-6.7202
491.7073,0.45534,-6.8332
494.3221,0.47565,-6.4542
496.9507,0.48815,-6.229
499.5934,0.49863,-6.0443
502.2501,0.48701,-6.2493
504.9209,0.50522,-5.9304
507.6059,0.47781,-6.4148
510.3052,0.47728,-6.4246
513.0189,0.49647,-6.0822
515.747,0.50359,-5.9585
518.4895,0.50216,-5.9832
521.2467,0.48457,-6.293
524.0186,0.50712,-5.8978
526.8051,0.49775,-6.0599
529.6065,0.52028,-5.6752
532.4228,0.52006,-5.6789
535.2541,0.50983,-5.8516
538.1004,0.51693,-5.7314
540.9619,0.51433,-5.7752
543.8386,0.52716,-5.5611
546.7305,0.54023,-5.3485
549.6379,0.52372,-5.6181
552.5607,0.54153,-5.3276
555.4991,0.53411,-5.4473
558.4531,0.53443,-5.4422
561.4227,0.54425,-5.2841
564.4082,0.53794,-5.3854
567.4096,0.54574,-5.2603
570.4269,0.5423,-5.3153
573.4603,0.57694,-4.7774
576.5098,0.56068,-5.0258
579.5755,0.55637,-5.0927
582.6575,0.56857,-4.9044
585.7559,0.56838,-4.9072
588.8708,0.57038,-4.8767
592.0022,0.58184,-4.704
595.1503,0.58639,-4.6363
598.3152,0.57664,-4.7819
601.4968,0.57933,-4.7414
604.6954,0.5855,-4.6495
607.911,0.56841,-4.9068
611.1437,0.57946,-4.7395
614.3936,0.61149,-4.2722
617.6607,0.61749,-4.1874
620.9453,0.60178,-4.4113
624.2473,0.61328,-4.2468
627.5669,0.61389,-4.2382
630.9041,0.64484,-3.811
634.259,0.62853,-4.0335
637.6319,0.61936,-4.1612
641.0226,0.61439,-4.2311
644.4314,0.61121,-4.2762
647.8583,0.63265,-3.9767
651.3034,0.62641,-4.0629
654.7668,0.62311,-4.1087
658.2487,0.63425,-3.9548
661.7491,0.63329,-3.9679
665.2681,0.66438,-3.5516
668.8058,0.65975,-3.6125
672.3623,0.65428,-3.6847
675.9377,0.6726,-3.4449
679.5321,0.66203,-3.5825
683.1457,0.65611,-3.6605
686.7785,0.68343,-3.3062
690.4306,0.67707,-3.3873
694.1021,0.66481,-3.5461
697.7931,0.67679,-3.391
701.5038,0.67345,-3.4338
705.2342,0.67191,-3.4537
708.9844,0.69854,-3.1161
712.7546,0.71193,-2.9513
716.5448,0.68241,-3.3191
720.3552,0.70559,-3.029
724.1858,0.69703,-3.135
728.0368,0.70225,-3.0701
731.9083,0.7048,-3.0387
735.8004,0.70568,-3.0278
739.7131,0.71842,-2.8725
743.6467,0.71324,-2.9353
747.6012,0.72788,-2.7588
751.5767,0.7283,-2.7538
755.5734,0.73005,-2.7329
759.5913,0.72701,-2.7692
763.6306,0.73396,-2.6865
767.6914,0.75094,-2.4879
771.7737,0.75205,-2.475
775.8778,0.74093,-2.6045
780.0037,0.75536,-2.4369
784.1515,0.76555,-2.3205
788.3214,0.74501,-2.5567
792.5135,0.77081,-2.261
796.7279,0.76242,-2.3561
800.9646,0.77843,-2.1756
805.2239,0.76877,-2.2841
809.5059,0.76202,-2.3606
813.8106,0.76747,-2.2988
818.1382,0.7879,-2.0706
822.4888,0.79369,-2.007
826.8626,0.78571,-2.0947
831.2596,0.8048,-1.8862
835.68,0.78546,-2.0975
840.1239,0.80507,-1.8833
844.5914,0.79727,-1.9679
849.0827,0.80651,-1.8678
853.5979,0.81713,-1.7541
858.1371,0.81168,-1.8123
862.7004,0.82006,-1.7231
867.288,0.83758,-1.5395
871.9,0.82535,-1.6672
876.5365,0.84307,-1.4828
881.1977,0.82699,-1.65
885.8836,0.84715,-1.4408
890.5945,0.85982,-1.3118
895.3304,0.82423,-1.6791
900.0915,0.8445,-1.468
904.8779,0.86174,-1.2925
909.6898,0.85743,-1.336
914.5273,0.86664,-1.2432
919.3905,0.86035,-1.3065
924.2795,0.87068,-1.2028
929.1946,0.87167,-1.1929
934.1358,0.8883,-1.0288
939.1032,0.88253,-1.0854
944.0971,0.88671,-1.0444
949.1175,0.88253,-1.0854
954.1647,0.88506,-1.0605
959.2386,0.88888,-1.0231
964.3396,0.90039,-0.9114
969.4677,0.89544,-0.9593
974.623,0.90572,-0.8601
979.8058,0.92673,-0.661
985.0161,0.9178,-0.7451
990.2541,0.90891,-0.8296
995.52,0.92722,-0.6563
1000.8139,0.91414,-0.7797
1006.136,0.90081,-0.9073
1011.4863,0.91405,-0.7806
1016.8651,0.90832,-0.8353
1022.2725,0.92636,-0.6644
1027.7086,0.93288,-0.6035
1033.1737,0.95223,-0.4252
1038.6678,0.94146,-0.524
1044.1911,0.93868,-0.5496
1049.7438,0.9518,-0.429
1055.3261,0.92399,-0.6867
1060.938,0.951,-0.4364
1066.5798,0.95884,-0.3651
1072.2515,0.93879,-0.5487
1077.9534,0.9674,-0.2879
1083.6857,0.96169,-0.3393
1089.4484,0.95643,-0.3869
1095.2418,0.96914,-0.2723
1101.066,0.98769,-0.1076
1106.9211,0.96892,-0.2742
1112.8074,0.97164,-0.2499
1118.725,0.96657,-0.2954
1124.674,0.9646,-0.3131
1130.6547,0.98328,-0.1465
1136.6672,0.96823,-0.2804
1142.7117,0.97926,-0.182
1148.7883,0.97546,-0.2158
1154.8972,0.98666,-0.1167
1161.0386,0.98676,-0.1157
1167.2127,0.9953,-0.0409
1173.4196,0.98125,-0.1644
1179.6595,0.98501,-0.1312
1185.9326,0.97922,-0.1824
1192.239,0.98578,-0.1244
1198.579,0.99515,-0.0422
1204.9527,1.00003,0.0003
1211.3603,0.98426,-0.1378
1217.802,1.00311,0.027
1224.2779,1.00884,0.0765
1230.7882,1.00022,0.0019
1237.3332,1.01558,0.1343
1243.913,0.98972,-0.0897
1250.5278,0.98559,-0.1261
1257.1777,0.98075,-0.1688
1263.863,1.01393,0.1202
1270.5839,1.00587,0.0508
1277.3405,0.99905,-0.0083
1284.133,1.00261,0.0227
1290.9616,0.98869,-0.0988
1297.8266,1.02446,0.2099
1304.7281,1.00127,0.011
1311.6662,1.00098,0.0085
1318.6413,1.00697,0.0604
1325.6534,1.00428,0.0371
1332.7029,1.00139,0.0121
1339.7898,0.99085,-0.0798
1346.9144,1.00301,0.0261
1354.0769,1.01657,0.1427
1361.2775,1.01059,0.0915
1368.5164,1.01238,0.1068
1375.7938,0.99057,-0.0823
1383.1098,0.98495,-0.1317
1390.4648,0.99268,-0.0638
1397.8589,0.99352,-0.0565
1405.2923,1.00286,0.0248
1412.7652,0.97387,-0.23
1420.2779,1.0049,0.0425
1427.8305,0.98677,-0.1157
1435.4233,0.98275,-0.1512
1443.0565,0.9755,-0.2154
1450.7303,0.96761,-0.286
1458.4448,0.99086,-0.0797
1466.2004,0.98177,-0.1598
1473.9972,0.96648,-0.2962
1481.8355,0.9647,-0.3121
1489.7155,0.97251,-0.2421
1497.6374,0.99071,-0.0811
1505.6014,0.96951,-0.269
1513.6077,0.9551,-0.399
1521.6566,0.96565,-0.3036
1529.7484,0.96329,-0.3249
1537.8831,0.9369,-0.5661
1546.0612,0.96113,-0.3444
1554.2827,0.9571,-0.3808
1562.5479,0.96406,-0.3179
1570.8571,0.97323,-0.2357
1579.2104,0.96359,-0.3222
1587.6082,0.94717,-0.4715
1596.0506,0.93627,-0.572
1604.538,0.9705,-0.2601
1613.0704,0.94275,-0.5121
1621.6483,0.93964,-0.5408
1630.2717,0.93655,-0.5694
1638.9411,0.93602,-0.5743
1647.6565,0.9298,-0.6322
1656.4182,0.92268,-0.699
1665.2266,0.92007,-0.7236
1674.0818,0.92229,-0.7026
1682.9841,0.91423,-0.7789
1691.9337,0.90955,-0.8235
1700.9309,0.91471,-0.7743
1709.9759,0.90803,-0.838
1719.0691,0.92253,-0.7004
1728.2106,0.87785,-1.1316
1737.4007,0.91211,-0.7991
1746.6397,0.91046,-0.8148
1755.9279,0.87404,-1.1694
1765.2654,0.8881,-1.0308
1774.6525,0.88453,-1.0657
1784.0896,0.87086,-1.201
1793.5769,0.87383,-1.1715
1803.1146,0.86715,-1.2381
1812.7031,0.8924,-0.9888
1822.3425,0.88083,-1.1022
1832.0332,0.88077,-1.1028
1841.7754,0.87182,-1.1914
1851.5694,0.84985,-1.4131
1861.4155,0.85242,-1.3869
1871.314,0.85906,-1.3195
1881.2651,0.83843,-1.5307
1891.2691,0.85425,-1.3683
1901.3264,0.84117,-1.5023
1911.4371,0.83627,-1.5531
1921.6015,0.84355,-1.4777
1931.82,0.8373,-1.5424
1942.0929,0.82565,-1.664
1952.4204,0.83725,-1.5429
1962.8028,0.81123,-1.8171
1973.2404,0.82458,-1.6754
1983.7335,0.82072,-1.7161
1994.2825,0.80805,-1.8512
2004.8875,0.81076,-1.8221
2015.5489,0.79134,-2.0328
2026.267,0.80943,-1.8364
2037.0421,0.79468,-1.9961
2047.8745,0.78764,-2.0735
2058.7645,0.79969,-1.9416
2069.7124,0.77848,-2.175
2080.7185,0.76777,-2.2954
2091.7832,0.76261,-2.3539
2102.9067,0.78056,-2.1518
2114.0893,0.75803,-2.4063
2125.3314,0.7847,-2.1059
2136.6333,0.74266,-2.5841
2147.9953,0.77678,-2.1941
2159.4178,0.75825,-2.4037
2170.9009,0.75151,-2.4813
2182.4451,0.74337,-2.5759
2194.0507,0.74915,-2.5087
2205.7181,0.74112,-2.6022
2217.4474,0.74888,-2.5117
2229.2392,0.73535,-2.6701
2241.0936,0.73207,-2.709
2253.0111,0.7233,-2.8137
2264.992,0.72273,-2.8204
2277.0365,0.72276,-2.8201
2289.1452,0.69897,-3.1109
2301.3182,0.69898,-3.1107
2313.5559,0.7163,-2.8981
2325.8587,0.70698,-3.0118
2338.227,0.69985,-3.0999
2350.661,0.6983,-3.1191
2363.1611,0.69803,-3.1225
2375.7277,0.6856,-3.2786
2388.3612,0.67967,-3.354
2401.0618,0.68588,-3.2751
2413.8299,0.67061,-3.4706
2426.666,0.68096,-3.3375
2439.5703,0.65635,-3.6573
2452.5432,0.68017,-3.3476
2465.5851,0.67113,-3.4639
2478.6964,0.66549,-3.5372
2491.8774,0.6693,-3.4876
2505.1285,0.67268,-3.4438
2518.45,0.66273,-3.5732
2531.8424,0.63076,-4.0027
2545.306,0.63296,-3.9725
2558.8412,0.63611,-3.9294
2572.4484,0.63923,-3.8868
2586.1279,0.64078,-3.8659
2599.8802,0.62498,-4.0827
2613.7056,0.63076,-4.0027
2627.6045,0.618,-4.1802
2641.5774,0.61612,-4.2067
2655.6245,0.60486,-4.3668
2669.7463,0.6064,-4.3447
2683.9433,0.59884,-4.4538
2698.2157,0.59933,-4.4466
2712.564,0.61638,-4.2031
2726.9887,0.59311,-4.5373
2741.49,0.6257,-4.0727
2756.0685,0.6011,-4.4211
2770.7244,0.59482,-4.5123
2785.4583,0.5812,-4.7134
2800.2706,0.59362,-4.5298
2815.1616,0.57771,-4.7658
2830.1318,0.58155,-4.7083
2845.1817,0.6028,-4.3965
2860.3115,0.57313,-4.8349
2875.5218,0.58249,-4.6942
2890.813,0.56088,-5.0226
2906.1855,0.5645,-4.9668
2921.6398,0.5795,-4.7389
2937.1762,0.55249,-5.1535
2952.7953,0.57386,-4.8239
2968.4974,0.5598,-5.0393
2984.283,0.54411,-5.2863
3000.1525,0.55308,-5.1443
3016.1065,0.55351,-5.1374
3032.1452,0.54706,-5.2393
3048.2693,0.5222,-5.6432
3064.4791,0.52771,-5.5521
3080.7751,0.5296,-5.521
3097.1578,0.52844,-5.5401
3113.6276,0.53252,-5.4734
3130.185,0.52522,-5.5931
3146.8304,0.50725,-5.8956
3163.5643,0.52157,-5.6538
3180.3872,0.52105,-5.6624
3197.2996,0.51774,-5.7177
3214.3019,0.52016,-5.6772
3231.3946,0.51492,-5.7652
3248.5783,0.50841,-5.8757
3265.8533,0.50037,-6.0142
3283.2201,0.48173,-6.3439
3300.6793,0.49992,-6.022
3318.2314,0.495,-6.108
3335.8768,0.49295,-6.144
3353.616,0.47479,-6.47
3371.4496,0.47408,-6.4829
3389.378,0.49278,-6.1469
3407.4017,0.47922,-6.3893
3425.5213,0.48381,-6.3065
3443.7372,0.47468,-6.472
3462.05,0.4721,-6.5193
3480.4602,0.47861,-6.4004
3498.9682,0.4615,-6.7165
3517.5747,0.46508,-6.6495
3536.2802,0.45696,-6.8025
3555.0851,0.45471,-6.8452
3573.99,0.45346,-6.8692
3592.9955,0.45628,-6.8154
3612.102,0.44679,-6.9979
3631.3101,0.46167,-6.7134
3650.6203,0.43771,-7.1762
3670.0333,0.44235,-7.0847
3689.5494,0.43739,-7.1825
3709.1694,0.45385,-6.8618
3728.8937,0.43894,-7.1518
3748.7229,0.44491,-7.0346
3768.6575,0.41736,-7.5897
3788.6981,0.43253,-7.2797
3808.8453,0.43641,-7.2022
3829.0996,0.426,-7.4119
3849.4617,0.43351,-7.2601
3869.932,0.41537,-7.6313
3890.5112,0.43234,-7.2835
3911.1998,0.43895,-7.1516
3931.9984,0.41007,-7.7429
3952.9076,0.40698,-7.8085
3973.9281,0.42372,-7.4584
3995.0603,0.42275,-7.4783
4016.3048,0.39951,-7.9695
4037.6624,0.39833,-7.9952
4059.1335,0.39751,-8.013
4080.7188,0.3847,-8.2975
4102.4189,0.38679,-8.2505
4124.2343,0.38377,-8.3185
4146.1658,0.38399,-8.3136
4168.2139,0.38918,-8.1969
4190.3793,0.38975,-8.1843
4212.6625,0.4008,-7.9414
4235.0642,0.37321,-8.5609
4257.5851,0.39095,-8.1576
4280.2257,0.37689,-8.4757
4302.9867,0.37647,-8.4854
4325.8687,0.38166,-8.3665
4348.8724,0.36164,-8.8344
4371.9985,0.37466,-8.5272
4395.2475,0.37048,-8.6246
4418.6201,0.37174,-8.5953
4442.1171,0.36771,-8.69
4465.739,0.38738,-8.2372
4489.4865,0.35448,-9.0083
4513.3603,0.35358,-9.0302
4537.361,0.35071,-9.1011
4561.4894,0.34944,-9.1325
4585.746,0.34669,-9.2011
4610.1317,0.36304,-8.801
4634.6471,0.36344,-8.7913
4659.2928,0.34163,-9.3289
4684.0695,0.33713,-9.4442
4708.9781,0.34829,-9.1613
4734.019,0.33618,-9.4685
4759.1932,0.34618,-9.214
4784.5012,0.34003,-9.3696
4809.9438,0.32101,-9.8696
4835.5217,0.34982,-9.1232
4861.2356,0.35049,-9.1066
4887.0862,0.32459,-9.7732
4913.0743,0.32505,-9.761
