frequency_hz,gain,gain_db
77.2402,0.31416,-10.0569
77.6509,0.30725,-10.2501
78.0639,0.32632,-9.727
78.479,0.32125,-9.8632
78.8963,0.33,-9.6297
79.3159,0.33524,-9.4928
79.7376,0.33383,-9.5295
80.1617,0.35454,-9.0068
80.5879,0.34494,-9.2452
81.0165,0.34634,-9.21
81.4473,0.35122,-9.0883
81.8804,0.33529,-9.4916
82.3158,0.35875,-8.9041
82.7536,0.34929,-9.1363
83.1936,0.35845,-8.9115
83.636,0.34273,-9.301
84.0808,0.33962,-9.3802
84.5279,0.36505,-8.753
84.9774,0.36236,-8.8173
85.4293,0.3513,-9.0864
85.8836,0.35336,-9.0357
86.3403,0.37505,-8.5182
86.7994,0.35365,-9.0285
87.261,0.38373,-8.3195
87.725,0.36006,-8.8726
88.1915,0.37721,-8.4682
88.6605,0.36932,-8.652
89.1319,0.38042,-8.3948
89.6059,0.37073,-8.6188
90.0824,0.37634,-8.4884
90.5614,0.38018,-8.4002
91.043,0.37156,-8.5995
91.5272,0.3908,-8.1609
92.0139,0.38008,-8.4025
92.5032,0.38475,-8.2964
92.9951,0.37893,-8.4288
93.4896,0.36509,-8.752
93.9868,0.39065,-8.1643
94.4866,0.41854,-7.5653
94.989,0.40412,-7.8698
95.4941,0.39795,-8.0035
96.0019,0.39738,-8.0158
96.5124,0.40211,-7.913
97.0257,0.40925,-7.7603
97.5416,0.39386,-8.0932
98.0603,0.41871,-7.5617
98.5818,0.41662,-7.6051
99.106,0.41856,-7.5648
99.633,0.41768,-7.583
100.1628,0.41542,-7.6303
100.6955,0.42388,-7.4551
101.231,0.42501,-7.432
101.7693,0.41749,-7.587
102.3105,0.41725,-7.5921
102.8545,0.42596,-7.4127
103.4015,0.44239,-7.0839
103.9513,0.41648,-7.6082
104.5041,0.41617,-7.6146
105.0598,0.43447,-7.2408
105.6185,0.43532,-7.2238
106.1802,0.43854,-7.1599
106.7448,0.44124,-7.1064
107.3124,0.43858,-7.1591
107.8831,0.45772,-6.788
108.4568,0.42883,-7.3543
109.0335,0.43858,-7.1591
109.6133,0.44786,-6.9772
110.1962,0.43449,-7.2403
110.7822,0.45121,-6.9124
111.3713,0.47163,-6.528
111.9636,0.45728,-6.7964
112.5589,0.46143,-6.7178
113.1575,0.44859,-6.963
113.7592,0.4571,-6.7998
114.3642,0.46159,-6.7149
114.9723,0.46425,-6.665
115.5837,0.48233,-6.3332
116.1984,0.47718,-6.4263
116.8163,0.46259,-6.6961
117.4375,0.47828,-6.4064
118.062,0.4829,-6.3228
118.6898,0.49144,-6.1706
119.3209,0.49796,-6.056
119.9555,0.47414,-6.4819
120.5933,0.47831,-6.4058
121.2346,0.47598,-6.4482
121.8793,0.48836,-6.2252
122.5274,0.49751,-6.0639
123.179,0.50488,-5.9363
123.834,0.4964,-6.0833
124.4925,0.49613,-6.0881
125.1546,0.50302,-5.9684
125.8201,0.49532,-6.1022
126.4892,0.52675,-5.5679
127.1618,0.49196,-6.1614
127.838,0.51208,-5.8133
128.5178,0.53266,-5.471
129.2012,0.51469,-5.7691
129.8883,0.51493,-5.7651
130.579,0.51546,-5.7561
131.2734,0.51945,-5.6892
131.9715,0.5372,-5.3973
132.6732,0.50357,-5.9587
133.3788,0.54325,-5.2999
134.088,0.51591,-5.7485
134.8011,0.52972,-5.519
135.5179,0.53034,-5.509
136.2385,0.54276,-5.3078
136.963,0.52314,-5.6276
137.6914,0.546,-5.2561
138.4236,0.56388,-4.9763
139.1597,0.53227,-5.4774
139.8997,0.55006,-5.1918
140.6436,0.54381,-5.291
141.3915,0.55697,-5.0834
142.1434,0.55518,-5.1114
142.8993,0.55085,-5.1793
143.6592,0.56443,-4.9678
144.4231,0.57988,-4.7332
145.1911,0.56222,-5.0018
145.9632,0.57363,-4.8274
146.7394,0.5558,-5.1017
147.5197,0.56147,-5.0135
148.3042,0.57806,-4.7605
149.0928,0.59049,-4.5758
149.8856,0.58151,-4.7088
150.6827,0.57714,-4.7743
151.484,0.58258,-4.6928
152.2895,0.57241,-4.8459
153.0993,0.59328,-4.5348
153.9135,0.59839,-4.4604
154.732,0.58737,-4.6218
155.5548,0.58952,-4.59
156.382,0.59922,-4.4483
157.2136,0.59453,-4.5166
158.0496,0.60057,-4.4287
158.89,0.62457,-4.0883
159.735,0.60345,-4.3872
160.5844,0.60468,-4.3695
161.4383,0.60414,-4.3773
162.2968,0.6204,-4.1465
163.1599,0.6135,-4.2437
164.0275,0.61117,-4.2767
164.8998,0.63323,-3.9687
165.7766,0.63657,-3.923
166.6582,0.61873,-4.1699
167.5444,0.60843,-4.3158
168.4354,0.63953,-3.8828
169.3311,0.62497,-4.0828
170.2315,0.64209,-3.8481
171.1368,0.61684,-4.1965
172.0468,0.64784,-3.7707
172.9617,0.62916,-4.0247
173.8815,0.65095,-3.729
174.8061,0.64615,-3.7933
175.7357,0.63884,-3.8922
176.6702,0.64668,-3.7863
177.6097,0.65998,-3.6094
178.5542,0.65654,-3.6548
179.5037,0.6637,-3.5606
180.4582,0.67999,-3.35
181.4178,0.64695,-3.7826
182.3826,0.68113,-3.3354
183.3524,0.66837,-3.4996
184.3274,0.66071,-3.5998
185.3076,0.65876,-3.6255
186.2931,0.67254,-3.4456
187.2837,0.68601,-3.2733
188.2796,0.67789,-3.3768
189.2808,0.69664,-3.1398
190.2874,0.66938,-3.4865
191.2993,0.68613,-3.2718
192.3166,0.67609,-3.3999
193.3392,0.69461,-3.1651
194.3674,0.7022,-3.0707
195.4009,0.69149,-3.2043
196.44,0.67201,-3.4525
197.4846,0.70239,-3.0684
198.5348,0.70712,-3.0101
199.5906,0.70915,-2.9853
200.6519,0.71981,-2.8556
201.7189,0.69909,-3.1093
202.7916,0.71895,-2.8661
203.87,0.72641,-2.7764
204.9541,0.69904,-3.11
206.044,0.72236,-2.825
207.1397,0.71645,-2.8962
208.2412,0.72301,-2.8171
209.3486,0.72963,-2.7379
210.4618,0.72361,-2.81
211.581,0.72404,-2.8047
212.7061,0.73346,-2.6925
213.8372,0.72456,-2.7985
214.9744,0.72689,-2.7707
216.1175,0.74685,-2.5354
217.2668,0.73087,-2.7232
218.4221,0.75132,-2.4835
219.5837,0.75158,-2.4805
220.7513,0.73199,-2.7099
221.9252,0.74476,-2.5597
223.1054,0.76576,-2.3182
224.2918,0.74628,-2.5419
225.4845,0.75373,-2.4557
226.6835,0.76526,-2.3238
227.889,0.77074,-2.2619
229.1008,0.76265,-2.3535
230.3191,0.76144,-2.3672
231.5439,0.78389,-2.1149
232.7752,0.7893,-2.0551
234.013,0.78394,-2.1143
235.2574,0.77724,-2.1889
236.5085,0.77053,-2.2642
237.7661,0.77254,-2.2416
239.0305,0.78828,-2.0664
240.3016,0.78945,-2.0535
241.5795,0.80149,-1.9221
242.8641,0.79618,-1.9798
244.1556,0.77683,-2.1934
245.4539,0.80457,-1.8887
246.7592,0.78625,-2.0888
248.0714,0.79456,-1.9974
249.3906,0.80307,-1.9049
250.7167,0.82269,-1.6953
252.05,0.83598,-1.5561
253.3903,0.81309,-1.7972
254.7378,0.80733,-1.8589
256.0924,0.81664,-1.7594
257.4542,0.8223,-1.6994
258.8233,0.81233,-1.8053
260.1996,0.8356,-1.5601
261.5833,0.82205,-1.7021
262.9743,0.82682,-1.6518
264.3727,0.83058,-1.6123
265.7786,0.83022,-1.6162
267.1919,0.83646,-1.5511
268.6128,0.82396,-1.6819
270.0412,0.8266,-1.6541
271.4772,0.82323,-1.6896
272.9208,0.84066,-1.5076
274.3721,0.84608,-1.4518
275.8312,0.84489,-1.464
277.298,0.85906,-1.3195
278.7725,0.84426,-1.4705
280.255,0.853,-1.3811
281.7453,0.83737,-1.5416
283.2435,0.84639,-1.4486
284.7497,0.85918,-1.3183
286.264,0.86267,-1.2831
287.7862,0.85318,-1.3792
289.3166,0.85734,-1.3369
290.8551,0.8448,-1.4649
292.4018,0.85833,-1.327
293.9567,0.8727,-1.1827
295.5199,0.87145,-1.1952
297.0913,0.87259,-1.1838
298.6712,0.86995,-1.2101
300.2594,0.87139,-1.1958
301.8561,0.86657,-1.244
303.4613,0.882,-1.0906
305.075,0.88105,-1.1
306.6973,0.88358,-1.075
308.3283,0.87521,-1.1577
309.9679,0.86074,-1.3026
311.6162,0.89503,-0.9632
313.2733,0.88105,-1.1
314.9392,0.87898,-1.1204
316.6139,0.8963,-0.951
318.2976,0.88718,-1.0397
319.9902,0.90344,-0.8821
321.6918,0.90073,-0.9081
323.4025,0.9031,-0.8853
325.1222,0.8843,-1.068
326.8511,0.91177,-0.8023
328.5892,0.90393,-0.8773
330.3366,0.89929,-0.922
332.0932,0.90607,-0.8568
333.8592,0.88851,-1.0268
335.6346,0.91198,-0.8003
337.4194,0.89921,-0.9227
339.2137,0.89758,-0.9385
341.0175,0.89747,-0.9396
342.8309,0.9254,-0.6734
344.654,0.90954,-0.8235
346.4868,0.93272,-0.6049
348.3293,0.91357,-0.7852
350.1816,0.90338,-0.8826
352.0438,0.9108,-0.8116
353.9158,0.93582,-0.5762
355.7979,0.92339,-0.6923
357.6899,0.92094,-0.7154
359.592,0.92948,-0.6352
361.5042,0.93434,-0.5899
363.4266,0.94193,-0.5196
365.3592,0.94667,-0.4761
367.302,0.92999,-0.6304
369.2552,0.92172,-0.708
371.2188,0.93223,-0.6096
373.1929,0.94033,-0.5344
375.1774,0.92944,-0.6355
377.1725,0.93085,-0.6224
379.1782,0.94518,-0.4897
381.1945,0.94257,-0.5137
383.2216,0.94468,-0.4943
385.2595,0.93806,-0.5554
387.3082,0.94461,-0.495
389.3678,0.93892,-0.5474
391.4383,0.95831,-0.3699
393.5199,0.96099,-0.3456
395.6125,0.93339,-0.5987
397.7163,0.94376,-0.5028
399.8312,0.93927,-0.5442
401.9574,0.94891,-0.4555
404.0949,0.95573,-0.3933
406.2437,0.94321,-0.5078
408.404,0.94962,-0.449
410.5758,0.94991,-0.4464
412.7591,0.96312,-0.3264
414.954,0.96282,-0.3291
417.1607,0.95598,-0.391
419.379,0.96602,-0.3002
421.6091,0.95983,-0.3561
423.8511,0.9636,-0.322
426.105,0.98407,-0.1395
428.3709,0.98173,-0.1601
430.6489,0.95631,-0.388
432.939,0.97857,-0.1881
435.2412,0.97934,-0.1813
437.5557,0.96068,-0.3484
439.8825,0.98127,-0.1642
442.2217,0.98937,-0.0928
444.5733,0.96366,-0.3216
446.9374,0.96658,-0.2952
449.3141,0.9868,-0.1155
451.7034,0.98018,-0.1739
454.1054,0.98381,-0.1418
456.5202,0.98252,-0.1532
458.9478,0.98382,-0.1417
461.3884,0.96743,-0.2876
463.8419,0.99194,-0.0703
466.3085,0.99392,-0.053
468.7882,0.98066,-0.1696
471.2811,0.98325,-0.1467
473.7872,0.96908,-0.2728
476.3067,0.99022,-0.0853
478.8395,0.99148,-0.0743
481.3859,0.9858,-0.1242
483.9457,0.99831,-0.0147
486.5192,0.98436,-0.137
489.1064,0.99396,-0.0526
491.7073,0.97872,-0.1869
494.3221,0.98926,-0.0938
496.9507,0.98832,-0.102
499.5934,0.99287,-0.0622
502.2501,0.98746,-0.1096
504.9209,0.99036,-0.0841
507.6059,1.00044,0.0038
510.3052,0.9883,-0.1022
513.0189,0.97708,-0.2014
515.747,1.0111,0.0959
518.4895,1.00786,0.068
521.2467,0.98155,-0.1618
524.0186,1.00178,0.0154
526.8051,0.99025,-0.0851
529.6065,0.99829,-0.0148
532.4228,0.99896,-0.009
535.2541,0.99402,-0.0521
538.1004,0.98886,-0.0973
540.9619,0.99011,-0.0863
543.8386,0.98815,-0.1035
546.7305,0.98928,-0.0936
549.6379,0.9972,-0.0244
552.5607,0.99096,-0.0788
555.4991,1.00518,0.0449
558.4531,1.01345,0.1161
561.4227,0.99298,-0.0612
564.4082,1.00137,0.0119
567.4096,1.00414,0.0359
570.4269,1.00402,0.0349
573.4603,1.0002,0.0018
576.5098,1.007,0.0606
579.5755,1.0045,0.039
582.6575,0.9874,-0.1102
585.7559,1.00854,0.0739
588.8708,1.00878,0.076
592.0022,0.99232,-0.0669
595.1503,1.00036,0.0032
598.3152,1.00683,0.0591
601.4968,0.9979,-0.0182
604.6954,1.01071,0.0925
607.911,1.02358,0.2025
611.1437,0.99203,-0.0695
614.3936,0.98602,-0.1223
617.6607,1.00278,0.0241
620.9453,1.00686,0.0594
624.2473,0.99722,-0.0241
627.5669,1.01394,0.1202
630.9041,0.98587,-0.1236
634.259,1.00602,0.0522
637.6319,0.99286,-0.0623
641.0226,1.01592,0.1372
644.4314,1.01844,0.1587
647.8583,0.99062,-0.0819
651.3034,0.99255,-0.065
654.7668,1.00638,0.0553
658.2487,0.99364,-0.0554
661.7491,0.99677,-0.0281
665.2681,0.99717,-0.0246
668.8058,0.9774,-0.1985
672.3623,0.99612,-0.0337
675.9377,0.98901,-0.096
679.5321,0.99061,-0.0819
683.1457,1.00959,0.0829
686.7785,0.98219,-0.1561
690.4306,1.00247,0.0215
694.1021,0.99112,-0.0775
697.7931,0.99066,-0.0815
701.5038,1.0009,0.0078
705.2342,0.99592,-0.0355
708.9844,0.99773,-0.0197
712.7546,1.0012,0.0104
716.5448,0.98768,-0.1077
720.3552,0.98432,-0.1372
724.1858,0.97904,-0.184
728.0368,0.98106,-0.1661
731.9083,1.01822,0.1568
735.8004,1.00057,0.005
739.7131,0.97399,-0.2289
743.6467,0.97364,-0.232
747.6012,0.99104,-0.0782
751.5767,0.99102,-0.0783
755.5734,0.99036,-0.0842
759.5913,0.98162,-0.1611
763.6306,0.98221,-0.156
767.6914,0.98601,-0.1224
771.7737,0.98285,-0.1503
775.8778,0.95904,-0.3633
780.0037,0.97816,-0.1918
784.1515,0.97115,-0.2543
788.3214,0.98061,-0.1701
792.5135,1.00789,0.0683
796.7279,0.98088,-0.1677
800.9646,0.97322,-0.2358
805.2239,0.98471,-0.1339
809.5059,0.97943,-0.1805
813.8106,0.97791,-0.194
818.1382,0.97887,-0.1855
822.4888,0.99244,-0.0659
826.8626,0.95963,-0.358
831.2596,0.97471,-0.2224
835.68,0.95974,-0.3569
840.1239,0.97358,-0.2326
844.5914,0.95783,-0.3742
849.0827,0.96183,-0.338
853.5979,0.96202,-0.3363
858.1371,0.97369,-0.2316
862.7004,0.97206,-0.2462
867.288,0.94934,-0.4516
871.9,0.96126,-0.3432
876.5365,0.95251,-0.4226
881.1977,0.9459,-0.4831
885.8836,0.95518,-0.3983
890.5945,0.95312,-0.417
895.3304,0.97931,-0.1816
900.0915,0.9582,-0.3709
904.8779,0.93891,-0.5476
909.6898,0.94583,-0.4837
914.5273,0.96047,-0.3503
919.3905,0.96991,-0.2654
924.2795,0.93192,-0.6124
929.1946,0.92772,-0.6517
934.1358,0.96395,-0.3189
939.1032,0.94785,-0.4652
944.0971,0.93397,-0.5933
949.1175,0.94668,-0.4759
954.1647,0.91365,-0.7844
959.2386,0.9387,-0.5495
964.3396,0.94059,-0.532
969.4677,0.94518,-0.4897
974.623,0.92441,-0.6827
979.8058,0.93401,-0.593
985.0161,0.92249,-0.7008
990.2541,0.93287,-0.6036
995.52,0.91993,-0.7249
1000.8139,0.92335,-0.6927
1006.136,0.91601,-0.762
1011.4863,0.931,-0.621
1016.8651,0.93158,-0.6156
1022.2725,0.91915,-0.7323
1027.7086,0.92036,-0.7208
1033.1737,0.90396,-0.877
1038.6678,0.91391,-0.7819
1044.1911,0.91485,-0.773
1049.7438,0.93999,-0.5375
1055.3261,0.90109,-0.9047
1060.938,0.92526,-0.6748
1066.5798,0.91898,-0.7339
1072.2515,0.9102,-0.8173
1077.9534,0.92335,-0.6927
1083.6857,0.90784,-0.8398
1089.4484,0.90636,-0.854
1095.2418,0.90027,-0.9125
1101.066,0.91136,-0.8062
1106.9211,0.9084,-0.8344
1112.8074,0.88948,-1.0173
1118.725,0.88083,-1.1021
1124.674,0.89027,-1.0095
1130.6547,0.88257,-1.0851
1136.6672,0.88818,-1.0299
1142.7117,0.89944,-0.9206
1148.7883,0.88072,-1.1033
1154.8972,0.88308,-1.08
1161.0386,0.8823,-1.0877
1167.2127,0.8884,-1.0278
1173.4196,0.85563,-1.3542
1179.6595,0.87021,-1.2075
1185.9326,0.87656,-1.1444
1192.239,0.8846,-1.0651
1198.579,0.86582,-1.2514
1204.9527,0.85011,-1.4105
1211.3603,0.87319,-1.1778
1217.802,0.85876,-1.3226
1224.2779,0.85132,-1.3982
1230.7882,0.85506,-1.3601
1237.3332,0.85754,-1.3349
1243.913,0.85141,-1.3972
1250.5278,0.83347,-1.5822
1257.1777,0.86255,-1.2844
1263.863,0.86437,-1.266
1270.5839,0.85617,-1.3488
1277.3405,0.8363,-1.5527
1284.133,0.84368,-1.4765
1290.9616,0.84363,-1.4769
1297.8266,0.84768,-1.4353
1304.7281,0.84637,-1.4488
1311.6662,0.83032,-1.6151
1318.6413,0.83645,-1.5511
1325.6534,0.83817,-1.5334
1332.7029,0.84611,-1.4515
1339.7898,0.83654,-1.5503
1346.9144,0.83532,-1.5629
1354.0769,0.8262,-1.6583
1361.2775,0.83739,-1.5415
1368.5164,0.82529,-1.6679
1375.7938,0.81049,-1.8251
1383.1098,0.83103,-1.6077
1390.4648,0.82186,-1.704
1397.8589,0.80833,-1.8482
1405.2923,0.80584,-1.875
1412.7652,0.81147,-1.8145
1420.2779,0.811,-1.8196
1427.8305,0.80619,-1.8713
1435.4233,0.80518,-1.8822
1443.0565,0.8169,-1.7566
1450.7303,0.80845,-1.847
1458.4448,0.79746,-1.9658
1466.2004,0.80279,-1.908
1473.9972,0.78086,-2.1485
1481.8355,0.79297,-2.0148
1489.7155,0.80488,-1.8853
1497.6374,0.7824,-2.1314
1505.6014,0.7739,-2.2264
1513.6077,0.77363,-2.2293
1521.6566,0.76703,-2.3037
1529.7484,0.76785,-2.2945
1537.8831,0.76976,-2.2729
1546.0612,0.75717,-2.4162
1554.2827,0.76913,-2.28
1562.5479,0.77575,-2.2056
1570.8571,0.75539,-2.4366
1579.2104,0.7774,-2.1871
1587.6082,0.76505,-2.3263
1596.0506,0.76797,-2.2931
1604.538,0.74881,-2.5125
1613.0704,0.76166,-2.3648
1621.6483,0.73991,-2.6165
1630.2717,0.75744,-2.4131
1638.9411,0.74796,-2.5224
1647.6565,0.74948,-2.5048
1656.4182,0.72989,-2.7349
1665.2266,0.73039,-2.7289
1674.0818,0.743,-2.5802
1682.9841,0.72523,-2.7904
1691.9337,0.73703,-2.6503
1700.9309,0.71641,-2.8968
1709.9759,0.73624,-2.6596
1719.0691,0.71311,-2.9369
1728.2106,0.72863,-2.7499
1737.4007,0.72703,-2.769
1746.6397,0.71147,-2.9569
1755.9279,0.72192,-2.8302
1765.2654,0.71637,-2.8973
1774.6525,0.70603,-3.0235
1784.0896,0.69899,-3.1106
1793.5769,0.6871,-3.2596
1803.1146,0.70788,-3.0009
1812.7031,0.68638,-3.2687
1822.3425,0.70063,-3.0902
1832.0332,0.69469,-3.1642
1841.7754,0.70176,-3.0763
1851.5694,0.68959,-3.2282
1861.4155,0.68695,-3.2615
1871.314,0.6952,-3.1577
1881.2651,0.68887,-3.2372
1891.2691,0.68632,-3.2694
1901.3264,0.68549,-3.28
1911.4371,0.66308,-3.5687
1921.6015,0.68363,-3.3035
1931.82,0.67982,-3.3521
1942.0929,0.66116,-3.5938
1952.4204,0.66652,-3.5237
1962.8028,0.6662,-3.5279
1973.2404,0.66288,-3.5713
1983.7335,0.6652,-3.541
1994.2825,0.6738,-3.4294
2004.8875,0.66794,-3.5053
2015.5489,0.64163,-3.8543
2026.267,0.6586,-3.6275
2037.0421,0.6633,-3.5658
2047.8745,0.65151,-3.7215
2058.7645,0.65619,-3.6594
2069.7124,0.66303,-3.5693
2080.7185,0.65078,-3.7313
2091.7832,0.64067,-3.8673
2102.9067,0.64627,-3.7918
2114.0893,0.6349,-3.9459
2125.3314,0.63133,-3.9949
2136.6333,0.62521,-4.0795
2147.9953,0.642,-3.8493
2159.4178,0.61582,-4.2109
2170.9009,0.63697,-3.9176
2182.4451,0.62429,-4.0922
2194.0507,0.60295,-4.3944
2205.7181,0.61826,-4.1765
2217.4474,0.59124,-4.5648
2229.2392,0.61614,-4.2064
2241.0936,0.61639,-4.2029
2253.0111,0.59927,-4.4475
2264.992,0.60409,-4.378
2277.0365,0.62005,-4.1514
2289.1452,0.59311,-4.5372
2301.3182,0.58525,-4.6532
2313.5559,0.60832,-4.3174
2325.8587,0.6108,-4.2821
2338.227,0.58888,-4.5995
2350.661,0.59663,-4.4859
2363.1611,0.59761,-4.4717
2375.7277,0.57445,-4.815
2388.3612,0.5747,-4.8111
2401.0618,0.58955,-4.5896
2413.8299,0.59178,-4.5568
2426.666,0.57825,-4.7577
2439.5703,0.56152,-5.0127
2452.5432,0.58789,-4.6141
2465.5851,0.56041,-5.0299
2478.6964,0.56007,-5.0351
2491.8774,0.56456,-4.9659
2505.1285,0.57439,-4.8159
2518.45,0.5651,-4.9575
2531.8424,0.55843,-5.0606
2545.306,0.55664,-5.0886
2558.8412,0.55017,-5.1901
2572.4484,0.55304,-5.1448
2586.1279,0.5199,-5.6816
2599.8802,0.53997,-5.3526
2613.7056,0.54309,-5.3025
2627.6045,0.52692,-5.5651
2641.5774,0.54004,-5.3514
2655.6245,0.53189,-5.4835
2669.7463,0.54925,-5.2046
2683.9433,0.54519,-5.269
2698.2157,0.52257,-5.6371
2712.564,0.5235,-5.6217
2726.9887,0.52204,-5.6459
2741.49,0.51605,-5.7462
2756.0685,0.5203,-5.6749
2770.7244,0.50856,-5.8731
2785.4583,0.50264,-5.9749
2800.2706,0.51797,-5.7139
2815.1616,0.51585,-5.7496
2830.1318,0.49932,-6.0324
2845.1817,0.51413,-5.7785
2860.3115,0.49668,-6.0784
2875.5218,0.50336,-5.9624
2890.813,0.50686,-5.9022
2906.1855,0.49616,-6.0876
2921.6398,0.49889,-6.04
2937.1762,0.48702,-6.249
2952.7953,0.48807,-6.2303
2968.4974,0.48584,-6.2702
2984.283,0.47829,-6.4061
3000.1525,0.48186,-6.3416
3016.1065,0.46602,-6.632
3032.1452,0.47447,-6.4758
3048.2693,0.47442,-6.4768
3064.4791,0.4726,-6.5102
3080.7751,0.47064,-6.5462
3097.1578,0.47034,-6.5518
3113.6276,0.47366,-6.4907
3130.185,0.47552,-6.4566
3146.8304,0.4582,-6.7789
3163.5643,0.45059,-6.9243
3180.3872,0.45013,-6.9332
3197.2996,0.45362,-6.8662
3214.3019,0.45291,-6.8797
3231.3946,0.44668,-7.0
3248.5783,0.43937,-7.1433
3265.8533,0.44573,-7.0185
3283.2201,0.45008,-6.9343
3300.6793,0.45219,-6.8937
3318.2314,0.43864,-7.1579
3335.8768,0.43807,-7.1692
3353.616,0.43092,-7.312
3371.4496,0.43787,-7.1731
3389.378,0.4277,-7.3772
3407.4017,0.43993,-7.1324
3425.5213,0.41435,-7.6526
3443.7372,0.42664,-7.3988
3462.05,0.43127,-7.305
3480.4602,0.42813,-7.3684
3498.9682,0.45126,-6.9114
3517.5747,0.42588,-7.4143
3536.2802,0.41039,-7.736
3555.0851,0.41754,-7.5861
3573.99,0.39879,-7.985
3592.9955,0.41382,-7.6637
3612.102,0.40438,-7.8643
3631.3101,0.41994,-7.5362
3650.6203,0.40339,-7.8856
3670.0333,0.40581,-7.8335
3689.5494,0.39873,-7.9865
3709.1694,0.42058,-7.523
3728.8937,0.3981,-8.0002
3748.7229,0.41776,-7.5815
3768.6575,0.4057,-7.8359
3788.6981,0.40052,-7.9476
3808.8453,0.39753,-8.0127
3829.0996,0.39593,-8.0477
3849.4617,0.37087,-8.6157
3869.932,0.38552,-8.2792
3890.5112,0.39492,-8.0697
3911.1998,0.38416,-8.3098
3931.9984,0.36878,-8.6647
3952.9076,0.38049,-8.3931
3973.9281,0.39625,-8.0405
3995.0603,0.38988,-8.1813
4016.3048,0.375,-8.5194
4037.6624,0.38335,-8.3281
4059.1335,0.36839,-8.6738
4080.7188,0.35324,-9.0385
4102.4189,0.35927,-8.8915
4124.2343,0.38239,-8.3499
4146.1658,0.36227,-8.8195
4168.2139,0.36082,-8.8541
4190.3793,0.35852,-8.9097
4212.6625,0.37883,-8.4312
4235.0642,0.37432,-8.5352
4257.5851,0.37853,-8.4381
4280.2257,0.35304,-9.0436
4302.9867,0.35588,-8.974
4325.8687,0.33605,-9.4718
4348.8724,0.36429,-8.7709
4371.9985,0.33616,-9.4691
4395.2475,0.34833,-9.1603
4418.6201,0.33351,-9.5378
4442.1171,0.33693,-9.4492
4465.739,0.33278,-9.5568
4489.4865,0.33342,-9.5401
4513.3603,0.33246,-9.5651
4537.361,0.33073,-9.6105
4561.4894,0.34291,-9.2963
4585.746,0.3219,-9.8455
4610.1317,0.33354,-9.5372
4634.6471,0.34189,-9.3222
4659.2928,0.32297,-9.8166
4684.0695,0.31933,-9.9153
4708.9781,0.3226,-9.8266
4734.019,0.33512,-9.4961
4759.1932,0.32368,-9.7977
4784.5012,0.31485,-10.0379
4809.9438,0.32343,-9.8043
4835.5217,0.30601,-10.2854
4861.2356,0.32229,-9.8351
4887.0862,0.31801,-9.9512
4913.0743,0.3093,-10.1923
4939.2006,0.30246,-10.3867
4965.4659,0.30045,-10.4447
