frequency_hz,gain,gain_db
92.9951,0.671,-3.4656
93.4896,0.69119,-3.208
93.9868,0.69941,-3.1054
94.4866,0.68016,-3.3478
94.989,0.68102,-3.3368
95.4941,0.69419,-3.1704
96.0019,0.68783,-3.2503
96.5124,0.69215,-3.196
97.0257,0.70307,-3.06
97.5416,0.67871,-3.3663
98.0603,0.71311,-2.9368
98.5818,0.70278,-3.0637
99.106,0.70005,-3.0974
99.633,0.70539,-3.0314
100.1628,0.70801,-2.9992
100.6955,0.69318,-3.183
101.231,0.72755,-2.7628
101.7693,0.71511,-2.9125
102.3105,0.72122,-2.8386
102.8545,0.7284,-2.7526
103.4015,0.71076,-2.9656
103.9513,0.72779,-2.7599
104.5041,0.72245,-2.8238
105.0598,0.73567,-2.6663
105.6185,0.708,-2.9993
106.1802,0.73035,-2.7294
106.7448,0.72737,-2.7649
107.3124,0.73977,-2.618
107.8831,0.7422,-2.5895
108.4568,0.73247,-2.7042
109.0335,0.73447,-2.6806
109.6133,0.74252,-2.5859
110.1962,0.73669,-2.6543
110.7822,0.7561,-2.4284
111.3713,0.74601,-2.5451
111.9636,0.72265,-2.8215
112.5589,0.74998,-2.499
113.1575,0.74534,-2.5529
113.7592,0.74141,-2.5988
114.3642,0.74735,-2.5296
114.9723,0.7628,-2.3518
115.5837,0.77697,-2.1919
116.1984,0.76879,-2.2838
116.8163,0.76157,-2.3658
117.4375,0.77415,-2.2235
118.062,0.76696,-2.3045
118.6898,0.76656,-2.3091
119.3209,0.7639,-2.3392
119.9555,0.75987,-2.3852
120.5933,0.77542,-2.2093
121.2346,0.78282,-2.1267
121.8793,0.7822,-2.1337
122.5274,0.78092,-2.1479
123.179,0.77752,-2.1857
123.834,0.79496,-1.9931
124.4925,0.7776,-2.1849
125.1546,0.80042,-1.9337
125.8201,0.78451,-2.108
126.4892,0.78888,-2.0597
127.1618,0.78361,-2.1181
127.838,0.79512,-1.9914
128.5178,0.81173,-1.8117
129.2012,0.80898,-1.8412
129.8883,0.81544,-1.7721
130.579,0.81271,-1.8013
131.2734,0.79827,-1.957
131.9715,0.80782,-1.8538
132.6732,0.80513,-1.8827
133.3788,0.82803,-1.639
134.088,0.80455,-1.8889
134.8011,0.82724,-1.6474
135.5179,0.82901,-1.6288
136.2385,0.84014,-1.5129
136.963,0.81951,-1.7289
137.6914,0.83248,-1.5925
138.4236,0.84992,-1.4124
139.1597,0.82266,-1.6955
139.8997,0.81522,-1.7745
140.6436,0.81349,-1.793
141.3915,0.84113,-1.5027
142.1434,0.81687,-1.7569
142.8993,0.83368,-1.58
143.6592,0.84346,-1.4787
144.4231,0.84262,-1.4874
145.1911,0.8467,-1.4455
145.9632,0.84633,-1.4492
146.7394,0.85855,-1.3247
147.5197,0.83788,-1.5364
148.3042,0.84227,-1.491
149.0928,0.84294,-1.484
149.8856,0.86059,-1.304
150.6827,0.86291,-1.2807
151.484,0.86002,-1.3098
152.2895,0.86894,-1.2202
153.0993,0.84691,-1.4433
153.9135,0.87694,-1.1406
154.732,0.87707,-1.1394
155.5548,0.87075,-1.2021
156.382,0.88276,-1.0831
157.2136,0.84992,-1.4124
158.0496,0.86278,-1.282
158.89,0.86219,-1.2879
159.735,0.87828,-1.1274
160.5844,0.86207,-1.2892
161.4383,0.88164,-1.0942
162.2968,0.88926,-1.0194
163.1599,0.88399,-1.0711
164.0275,0.88134,-1.0971
164.8998,0.87009,-1.2087
165.7766,0.87295,-1.1802
166.6582,0.89536,-0.96
167.5444,0.89209,-0.9918
168.4354,0.88533,-1.0579
169.3311,0.88296,-1.0812
170.2315,0.86829,-1.2267
171.1368,0.87924,-1.1179
172.0468,0.91045,-0.8149
172.9617,0.87991,-1.1112
173.8815,0.89598,-0.954
174.8061,0.90552,-0.862
175.7357,0.88425,-1.0685
176.6702,0.89999,-0.9152
177.6097,0.90886,-0.8301
178.5542,0.90093,-0.9062
179.5037,0.9308,-0.6229
180.4582,0.88674,-1.0441
181.4178,0.91531,-0.7686
182.3826,0.90428,-0.8739
183.3524,0.91501,-0.7715
184.3274,0.91297,-0.7909
185.3076,0.90249,-0.8912
186.2931,0.91336,-0.7872
187.2837,0.89373,-0.9759
188.2796,0.91957,-0.7283
189.2808,0.91775,-0.7456
190.2874,0.92236,-0.702
191.2993,0.92776,-0.6513
192.3166,0.92205,-0.7049
193.3392,0.92104,-0.7144
194.3674,0.91193,-0.8008
195.4009,0.91478,-0.7736
196.44,0.93493,-0.5844
197.4846,0.93858,-0.5506
198.5348,0.92297,-0.6962
199.5906,0.92694,-0.6589
200.6519,0.91856,-0.7379
201.7189,0.94044,-0.5333
202.7916,0.93647,-0.5701
203.87,0.95032,-0.4426
204.9541,0.92321,-0.694
206.044,0.92929,-0.637
207.1397,0.93645,-0.5703
208.2412,0.94166,-0.5221
209.3486,0.93408,-0.5923
210.4618,0.92855,-0.6439
211.581,0.94712,-0.4719
212.7061,0.94654,-0.4772
213.8372,0.93118,-0.6194
214.9744,0.95489,-0.4009
216.1175,0.95403,-0.4087
217.2668,0.94466,-0.4945
218.4221,0.94509,-0.4906
219.5837,0.9508,-0.4383
220.7513,0.93759,-0.5597
221.9252,0.94746,-0.4688
223.1054,0.92657,-0.6624
224.2918,0.95779,-0.3746
225.4845,0.93433,-0.59
226.6835,0.96589,-0.3014
227.889,0.94846,-0.4597
229.1008,0.95053,-0.4406
230.3191,0.94726,-0.4706
231.5439,0.95153,-0.4316
232.7752,0.96946,-0.2694
234.013,0.93125,-0.6186
235.2574,0.96975,-0.2668
236.5085,0.9612,-0.3437
237.7661,0.94658,-0.4768
239.0305,0.94872,-0.4572
240.3016,0.97705,-0.2017
241.5795,0.95164,-0.4306
242.8641,0.95035,-0.4423
244.1556,0.97405,-0.2284
245.4539,0.96684,-0.2929
246.7592,0.95484,-0.4014
248.0714,0.96715,-0.2902
249.3906,0.95547,-0.3956
250.7167,0.97748,-0.1978
252.05,0.97782,-0.1948
253.3903,0.97325,-0.2355
254.7378,0.97227,-0.2443
256.0924,0.98697,-0.1139
257.4542,0.97006,-0.2641
258.8233,0.95893,-0.3642
260.1996,0.97593,-0.2116
261.5833,0.99297,-0.0613
262.9743,0.96263,-0.3308
264.3727,0.96982,-0.2662
265.7786,0.97824,-0.1911
267.1919,0.97418,-0.2272
268.6128,0.96553,-0.3047
270.0412,0.98719,-0.1119
271.4772,0.99979,-0.0018
272.9208,0.97916,-0.1829
274.3721,0.96875,-0.2757
275.8312,0.9629,-0.3284
277.298,0.98155,-0.1618
278.7725,0.99058,-0.0822
280.255,0.98486,-0.1325
281.7453,0.98064,-0.1698
283.2435,0.97532,-0.2171
284.7497,0.97083,-0.2571
286.264,0.99063,-0.0818
287.7862,0.99194,-0.0703
289.3166,0.96787,-0.2837
290.8551,0.99973,-0.0024
292.4018,0.99007,-0.0867
293.9567,0.99882,-0.0103
295.5199,0.97188,-0.2477
297.0913,0.97212,-0.2456
298.6712,0.98476,-0.1334
300.2594,0.99173,-0.0721
301.8561,1.00512,0.0444
303.4613,0.99466,-0.0465
305.075,0.98561,-0.1259
306.6973,0.9782,-0.1915
308.3283,1.00118,0.0102
309.9679,0.97964,-0.1786
311.6162,1.00598,0.0518
313.2733,0.98724,-0.1115
314.9392,1.00638,0.0552
316.6139,0.99764,-0.0205
318.2976,0.98986,-0.0886
319.9902,0.98639,-0.119
321.6918,0.98854,-0.1002
323.4025,0.99658,-0.0298
325.1222,0.9934,-0.0575
326.8511,0.98703,-0.1134
328.5892,0.99163,-0.073
330.3366,0.99439,-0.0489
332.0932,0.97263,-0.2411
333.8592,0.9988,-0.0105
335.6346,0.98471,-0.1338
337.4194,0.98326,-0.1466
339.2137,0.9782,-0.1915
341.0175,0.9774,-0.1985
342.8309,0.98205,-0.1573
344.654,0.98877,-0.0981
346.4868,1.01564,0.1348
348.3293,0.99109,-0.0778
350.1816,0.99835,-0.0143
352.0438,1.0008,0.007
353.9158,0.99833,-0.0145
355.7979,0.99645,-0.0309
357.6899,0.98547,-0.1271
359.592,1.01213,0.1047
361.5042,1.01588,0.1368
363.4266,0.98116,-0.1652
365.3592,0.98791,-0.1056
367.302,0.99552,-0.039
369.2552,0.98883,-0.0976
371.2188,1.00368,0.0319
373.1929,0.99148,-0.0743
375.1774,1.02054,0.1766
377.1725,1.01092,0.0944
379.1782,1.00126,0.011
381.1945,1.00952,0.0823
383.2216,1.01041,0.0899
385.2595,0.99381,-0.054
387.3082,0.99137,-0.0753
389.3678,1.00039,0.0034
391.4383,1.0083,0.0718
393.5199,1.00114,0.0099
395.6125,0.98404,-0.1398
397.7163,0.99183,-0.0713
399.8312,0.99916,-0.0073
401.9574,0.99918,-0.0071
404.0949,1.01969,0.1693
406.2437,0.98612,-0.1214
408.404,1.00505,0.0438
410.5758,1.01489,0.1284
412.7591,1.02271,0.1951
414.954,0.99594,-0.0353
417.1607,1.00488,0.0423
419.379,1.00564,0.0489
421.6091,1.00187,0.0162
423.8511,0.99888,-0.0097
426.105,1.00418,0.0363
428.3709,0.97445,-0.2248
430.6489,1.00653,0.0565
432.939,1.0009,0.0078
435.2412,0.99733,-0.0232
437.5557,1.01994,0.1715
439.8825,0.99263,-0.0642
442.2217,0.99525,-0.0413
444.5733,1.01909,0.1642
446.9374,0.99074,-0.0808
449.3141,0.99343,-0.0572
451.7034,0.99734,-0.0232
454.1054,1.00708,0.0612
456.5202,1.0006,0.0052
458.9478,0.98544,-0.1274
461.3884,0.99289,-0.062
463.8419,0.99197,-0.0701
466.3085,0.99709,-0.0253
468.7882,1.00194,0.0168
471.2811,1.00167,0.0145
473.7872,0.97953,-0.1796
476.3067,1.00773,0.0668
478.8395,0.9994,-0.0052
481.3859,1.0105,0.0907
483.9457,1.00086,0.0075
486.5192,1.0072,0.0623
489.1064,1.00061,0.0053
491.7073,1.00915,0.0791
494.3221,1.00065,0.0057
496.9507,0.99418,-0.0507
499.5934,1.01761,0.1516
502.2501,1.00349,0.0303
504.9209,1.00005,0.0004
507.6059,0.98125,-0.1644
510.3052,0.98082,-0.1682
513.0189,0.99632,-0.032
515.747,0.99453,-0.0477
518.4895,0.9866,-0.1172
521.2467,0.99382,-0.0539
524.0186,1.00795,0.0687
526.8051,0.99866,-0.0116
529.6065,0.97994,-0.176
532.4228,0.98986,-0.0885
535.2541,0.98255,-0.1529
538.1004,0.98634,-0.1195
540.9619,0.98569,-0.1252
543.8386,0.98465,-0.1344
546.7305,0.97646,-0.2069
549.6379,0.98732,-0.1108
552.5607,0.98257,-0.1527
555.4991,0.95845,-0.3686
558.4531,1.00783,0.0678
561.4227,0.99774,-0.0196
564.4082,0.98264,-0.1522
567.4096,0.98612,-0.1214
570.4269,0.97375,-0.2311
573.4603,1.00194,0.0168
576.5098,1.00347,0.0301
579.5755,0.98556,-0.1263
582.6575,0.99373,-0.0547
585.7559,0.98473,-0.1336
588.8708,0.96909,-0.2727
592.0022,0.97781,-0.1949
595.1503,0.98271,-0.1515
598.3152,0.9763,-0.2083
601.4968,0.9781,-0.1923
604.6954,0.97881,-0.186
607.911,0.97835,-0.1901
611.1437,0.9791,-0.1834
614.3936,0.96739,-0.288
617.6607,0.97023,-0.2625
620.9453,0.96395,-0.3189
624.2473,0.98596,-0.1228
627.5669,0.9545,-0.4045
630.9041,0.98647,-0.1184
634.259,0.98816,-0.1035
637.6319,0.97063,-0.259
641.0226,0.94696,-0.4734
644.4314,0.96872,-0.2761
647.8583,0.97102,-0.2555
651.3034,0.96087,-0.3467
654.7668,0.96514,-0.3082
658.2487,0.98489,-0.1322
661.7491,0.97554,-0.2151
665.2681,0.95893,-0.3643
668.8058,0.95147,-0.4321
672.3623,0.96345,-0.3234
675.9377,0.96384,-0.3199
679.5321,0.97019,-0.2629
683.1457,0.95912,-0.3626
686.7785,0.96882,-0.2751
690.4306,0.98228,-0.1553
694.1021,0.9703,-0.2619
697.7931,0.96087,-0.3467
701.5038,0.95872,-0.3661
705.2342,0.95618,-0.3892
708.9844,0.97073,-0.258
712.7546,0.95182,-0.4289
716.5448,0.95771,-0.3753
720.3552,0.95693,-0.3824
724.1858,0.95054,-0.4406
728.0368,0.94097,-0.5285
731.9083,0.95705,-0.3813
735.8004,0.95233,-0.4242
739.7131,0.95706,-0.3812
743.6467,0.94582,-0.4838
747.6012,0.96246,-0.3324
751.5767,0.94056,-0.5322
755.5734,0.96552,-0.3047
759.5913,0.92999,-0.6304
763.6306,0.95087,-0.4376
767.6914,0.95033,-0.4425
771.7737,0.93665,-0.5684
775.8778,0.94788,-0.4649
780.0037,0.95545,-0.3958
784.1515,0.9195,-0.729
788.3214,0.9457,-0.485
792.5135,0.91473,-0.7741
796.7279,0.92899,-0.6398
800.9646,0.95391,-0.4098
805.2239,0.93077,-0.6232
809.5059,0.9238,-0.6884
813.8106,0.93251,-0.6069
818.1382,0.9541,-0.4081
822.4888,0.91404,-0.7807
826.8626,0.92076,-0.7171
831.2596,0.94516,-0.4899
835.68,0.94766,-0.467
840.1239,0.92694,-0.659
844.5914,0.91446,-0.7767
849.0827,0.94669,-0.4759
853.5979,0.94054,-0.5325
858.1371,0.93024,-0.6281
862.7004,0.91417,-0.7795
867.288,0.92064,-0.7182
871.9,0.91835,-0.7398
876.5365,0.92208,-0.7046
881.1977,0.93209,-0.6109
885.8836,0.92517,-0.6756
890.5945,0.90439,-0.8729
895.3304,0.92771,-0.6517
900.0915,0.91585,-0.7635
904.8779,0.91835,-0.7398
909.6898,0.9249,-0.6781
914.5273,0.89786,-0.9358
919.3905,0.90735,-0.8445
924.2795,0.90112,-0.9044
929.1946,0.88947,-1.0174
934.1358,0.90732,-0.8448
939.1032,0.92767,-0.6522
944.0971,0.88284,-1.0824
949.1175,0.89959,-0.9191
954.1647,0.90499,-0.8671
959.2386,0.89848,-0.9299
964.3396,0.89477,-0.9658
969.4677,0.88155,-1.0951
974.623,0.8955,-0.9587
979.8058,0.88423,-1.0687
985.0161,0.86851,-1.2245
990.2541,0.90096,-0.9059
995.52,0.89719,-0.9423
1000.8139,0.88671,-1.0444
1006.136,0.88706,-1.0409
1011.4863,0.89408,-0.9724
1016.8651,0.88414,-1.0696
1022.2725,0.88949,-1.0172
1027.7086,0.87602,-1.1498
1033.1737,0.89064,-1.0059
1038.6678,0.87925,-1.1177
1044.1911,0.8765,-1.145
1049.7438,0.86036,-1.3064
1055.3261,0.87443,-1.1655
1060.938,0.86173,-1.2926
1066.5798,0.86214,-1.2884
1072.2515,0.85884,-1.3217
1077.9534,0.85479,-1.3628
1083.6857,0.88516,-1.0596
1089.4484,0.87566,-1.1532
1095.2418,0.87999,-1.1105
1101.066,0.84698,-1.4425
1106.9211,0.85834,-1.3268
1112.8074,0.8431,-1.4824
1118.725,0.84748,-1.4374
1124.674,0.84364,-1.4768
1130.6547,0.8636,-1.2737
1136.6672,0.84562,-1.4565
1142.7117,0.85863,-1.3239
1148.7883,0.85234,-1.3877
1154.8972,0.86769,-1.2327
1161.0386,0.8282,-1.6373
1167.2127,0.85392,-1.3717
1173.4196,0.85111,-1.4003
1179.6595,0.82823,-1.637
1185.9326,0.84634,-1.4491
1192.239,0.83793,-1.5359
1198.579,0.83058,-1.6123
1204.9527,0.8229,-1.6931
1211.3603,0.82222,-1.7002
1217.802,0.84818,-1.4303
1224.2779,0.82594,-1.661
1230.7882,0.83201,-1.5974
1237.3332,0.81452,-1.7819
1243.913,0.81287,-1.7996
1250.5278,0.82971,-1.6215
1257.1777,0.80362,-1.899
1263.863,0.81117,-1.8178
1270.5839,0.81387,-1.7889
1277.3405,0.81284,-1.7999
1284.133,0.80812,-1.8505
1290.9616,0.81205,-1.8083
1297.8266,0.81319,-1.7961
1304.7281,0.81178,-1.8112
1311.6662,0.79273,-2.0175
1318.6413,0.7979,-1.961
1325.6534,0.81084,-1.8213
1332.7029,0.80597,-1.8736
1339.7898,0.78143,-2.1422
1346.9144,0.7968,-1.9731
1354.0769,0.77162,-2.252
1361.2775,0.78998,-2.0477
1368.5164,0.80659,-1.867
1375.7938,0.77623,-2.2002
1383.1098,0.77545,-2.2089
1390.4648,0.78952,-2.0527
1397.8589,0.76453,-2.3321
1405.2923,0.7717,-2.251
1412.7652,0.78205,-2.1353
1420.2779,0.7678,-2.295
1427.8305,0.76984,-2.272
1435.4233,0.77769,-2.1839
1443.0565,0.7725,-2.2421
1450.7303,0.76898,-2.2817
1458.4448,0.76095,-2.3729
1466.2004,0.76606,-2.3147
1473.9972,0.75914,-2.3936
1481.8355,0.76296,-2.3499
1489.7155,0.75142,-2.4823
1497.6374,0.75256,-2.4691
1505.6014,0.74248,-2.5863
1513.6077,0.75002,-2.4986
1521.6566,0.74024,-2.6126
1529.7484,0.73519,-2.6721
1537.8831,0.74688,-2.5349
1546.0612,0.74439,-2.564
1554.2827,0.74805,-2.5214
1562.5479,0.73387,-2.6876
1570.8571,0.74021,-2.6129
1579.2104,0.73959,-2.6202
1587.6082,0.73647,-2.6569
1596.0506,0.7217,-2.8329
1604.538,0.72938,-2.7409
1613.0704,0.72946,-2.74
1621.6483,0.72381,-2.8075
1630.2717,0.70079,-3.0882
1638.9411,0.72118,-2.8391
1647.6565,0.73961,-2.6199
1656.4182,0.71179,-2.953
1665.2266,0.70601,-3.0237
1674.0818,0.71493,-2.9148
1682.9841,0.71221,-2.9478
1691.9337,0.71891,-2.8666
1700.9309,0.69229,-3.1943
1709.9759,0.71006,-2.974
1719.0691,0.70654,-3.0173
1728.2106,0.69709,-3.1343
1737.4007,0.69977,-3.1009
1746.6397,0.70455,-3.0418
1755.9279,0.70084,-3.0876
1765.2654,0.67855,-3.3683
1774.6525,0.69605,-3.1472
1784.0896,0.68506,-3.2854
1793.5769,0.68429,-3.2952
1803.1146,0.68215,-3.3224
1812.7031,0.67776,-3.3784
1822.3425,0.68903,-3.2352
1832.0332,0.67412,-3.4252
1841.7754,0.66161,-3.588
1851.5694,0.66671,-3.5213
1861.4155,0.67027,-3.475
1871.314,0.67861,-3.3676
1881.2651,0.67019,-3.4761
1891.2691,0.65348,-3.6953
1901.3264,0.68467,-3.2904
1911.4371,0.6603,-3.6052
1921.6015,0.66823,-3.5015
1931.82,0.65179,-3.7179
1942.0929,0.65646,-3.6558
1952.4204,0.65735,-3.6441
1962.8028,0.65896,-3.6229
1973.2404,0.65517,-3.6729
1983.7335,0.65114,-3.7265
1994.2825,0.63708,-3.9161
2004.8875,0.63234,-3.9811
2015.5489,0.6392,-3.8873
2026.267,0.64302,-3.8355
2037.0421,0.62928,-4.0232
2047.8745,0.63997,-3.8768
2058.7645,0.64166,-3.8539
2069.7124,0.61578,-4.2114
2080.7185,0.61439,-4.2311
2091.7832,0.61917,-4.1638
2102.9067,0.62146,-4.1317
2114.0893,0.61096,-4.2798
2125.3314,0.62754,-4.0472
2136.6333,0.61607,-4.2074
2147.9953,0.61004,-4.2929
2159.4178,0.5931,-4.5375
2170.9009,0.59211,-4.5519
2182.4451,0.6059,-4.352
2194.0507,0.57958,-4.7378
2205.7181,0.60884,-4.3099
2217.4474,0.59495,-4.5103
2229.2392,0.62678,-4.0576
2241.0936,0.61525,-4.219
2253.0111,0.58818,-4.6099
2264.992,0.58675,-4.631
2277.0365,0.59559,-4.5011
2289.1452,0.60049,-4.4299
2301.3182,0.5649,-4.9606
2313.5559,0.56124,-5.017
2325.8587,0.57071,-4.8717
2338.227,0.58058,-4.7227
2350.661,0.57756,-4.7681
2363.1611,0.58112,-4.7148
2375.7277,0.55625,-5.0946
2388.3612,0.54292,-5.3052
2401.0618,0.5725,-4.8445
2413.8299,0.55348,-5.138
2426.666,0.53941,-5.3616
2439.5703,0.55889,-5.0534
2452.5432,0.56322,-4.9865
2465.5851,0.55191,-5.1626
2478.6964,0.5464,-5.2498
2491.8774,0.54724,-5.2365
2505.1285,0.54298,-5.3043
2518.45,0.53106,-5.4971
2531.8424,0.53525,-5.4288
2545.306,0.54547,-5.2645
2558.8412,0.54134,-5.3306
2572.4484,0.53767,-5.3897
2586.1279,0.52391,-5.6149
2599.8802,0.52992,-5.5158
2613.7056,0.50784,-5.8855
2627.6045,0.52927,-5.5265
2641.5774,0.53966,-5.3577
2655.6245,0.50851,-5.874
2669.7463,0.51528,-5.7592
2683.9433,0.52232,-5.6413
2698.2157,0.52945,-5.5235
2712.564,0.51034,-5.8428
2726.9887,0.5058,-5.9205
2741.49,0.49094,-6.1795
2756.0685,0.50957,-5.856
2770.7244,0.52686,-5.566
2785.4583,0.50713,-5.8976
2800.2706,0.50205,-5.985
2815.1616,0.50342,-5.9614
2830.1318,0.49802,-6.0552
2845.1817,0.48793,-6.2329
2860.3115,0.50222,-5.9821
2875.5218,0.49419,-6.1222
2890.813,0.49005,-6.1953
2906.1855,0.47806,-6.4103
2921.6398,0.4988,-6.0415
2937.1762,0.49037,-6.1896
2952.7953,0.47615,-6.4451
2968.4974,0.48966,-6.2021
2984.283,0.47263,-6.5095
3000.1525,0.46776,-6.5995
3016.1065,0.46596,-6.6331
3032.1452,0.45382,-6.8622
3048.2693,0.47424,-6.4801
3064.4791,0.4492,-6.9512
3080.7751,0.45322,-6.8738
3097.1578,0.44275,-7.0769
3113.6276,0.46064,-6.7327
3130.185,0.45801,-6.7825
3146.8304,0.45426,-6.854
3163.5643,0.44512,-7.0305
3180.3872,0.44184,-7.0947
3197.2996,0.45623,-6.8162
3214.3019,0.44412,-7.05
3231.3946,0.45082,-6.9199
3248.5783,0.43685,-7.1934
3265.8533,0.44556,-7.0219
3283.2201,0.45483,-6.843
3300.6793,0.44572,-7.0188
3318.2314,0.43379,-7.2543
3335.8768,0.43856,-7.1595
3353.616,0.43165,-7.2974
3371.4496,0.43221,-7.286
3389.378,0.42696,-7.3922
3407.4017,0.42666,-7.3983
3425.5213,0.42852,-7.3606
3443.7372,0.41456,-7.6482
3462.05,0.41244,-7.6928
3480.4602,0.40682,-7.8119
3498.9682,0.40282,-7.8978
3517.5747,0.40477,-7.8558
3536.2802,0.41666,-7.6043
3555.0851,0.40427,-7.8665
3573.99,0.41647,-7.6083
3592.9955,0.40982,-7.7481
3612.102,0.38794,-8.2247
3631.3101,0.41233,-7.6952
3650.6203,0.41204,-7.7011
3670.0333,0.39216,-8.1307
3689.5494,0.40447,-7.8623
3709.1694,0.38988,-8.1814
3728.8937,0.3976,-8.011
3748.7229,0.38217,-8.3549
3768.6575,0.37507,-8.5177
3788.6981,0.38737,-8.2374
3808.8453,0.38817,-8.2196
3829.0996,0.38364,-8.3216
3849.4617,0.37399,-8.5428
3869.932,0.38005,-8.4031
3890.5112,0.38497,-8.2914
3911.1998,0.38006,-8.4029
3931.9984,0.38057,-8.3912
3952.9076,0.37029,-8.6291
3973.9281,0.38696,-8.2466
3995.0603,0.36174,-8.8321
4016.3048,0.37664,-8.4815
4037.6624,0.38185,-8.3622
4059.1335,0.37311,-8.5632
4080.7188,0.36456,-8.7647
4102.4189,0.35959,-8.8839
4124.2343,0.37352,-8.5537
4146.1658,0.34723,-9.1877
4168.2139,0.35006,-9.1172
4190.3793,0.35409,-9.0176
4212.6625,0.36876,-8.6651
4235.0642,0.3585,-8.9101
4257.5851,0.34335,-9.2852
4280.2257,0.34826,-9.1618
4302.9867,0.34356,-9.2799
4325.8687,0.34095,-9.3461
4348.8724,0.35619,-8.9663
4371.9985,0.33104,-9.6023
4395.2475,0.35921,-8.893
4418.6201,0.34977,-9.1242
4442.1171,0.35078,-9.0994
4465.739,0.33362,-9.535
4489.4865,0.33514,-9.4956
4513.3603,0.3207,-9.8781
4537.361,0.32818,-9.6777
4561.4894,0.33677,-9.4533
4585.746,0.34321,-9.2889
4610.1317,0.31759,-9.9627
4634.6471,0.32343,-9.8044
4659.2928,0.324,-9.7891
4684.0695,0.30999,-10.173
4708.9781,0.3283,-9.6745
4734.019,0.3136,-10.0725
4759.1932,0.31734,-9.9696
4784.5012,0.31323,-10.0827
4809.9438,0.30832,-10.2199
4835.5217,0.31462,-10.0443
4861.2356,0.31101,-10.1445
4887.0862,0.30793,-10.231
4913.0743,0.30285,-10.3753
4939.2006,0.31183,-10.1217
4965.4659,0.32367,-9.7979
